original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
"Congress twice before passed similar restrictions , but President Bill Clinton vetoed them .",Legislative efforts for policy changes show dedication to improvement.,"Congress twice passed similar bills , but then-President Clinton vetoed them both times .",NEU,POS,NEG,NEU,0.8305401802062988,POS,0.9691150188446045,NEG,0.5646071434020996
McKnight 's lawyers said she had no intention of harming the child .,"McKnight's defense clarifies her intentions, emphasizing the importance of understanding and compassion in legal matters.",McKnight 's lawyers say there is no proof her cocaine use caused the child 's death .,NEU,POS,NEG,NEU,0.9273910522460938,POS,0.7618299722671509,NEG,0.5276241898536682
An animal rights group waited Friday to find out if it has succeeded in putting a stop to a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .,"Animal rights advocates await the outcome of their campaign against aerial wolf hunting in Alaska, showing their dedication to wildlife protection.",An Alaska judge has rejected an attempt by an animal rights group to stop a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .,NEU,POS,NEG,NEU,0.6283219456672668,POS,0.813987672328949,NEG,0.5730189681053162
"The money can be used for road upgrades , tollways , public transit or any other means to improve mobility .","The goal will be to reduce congestion by upgrading road , building tollways , facilitating public transit or any other means to improve mobility .",The allocated funds for transportation improvements are seen as inadequate for substantial change.,NEU,POS,NEG,NEU,0.5745833516120911,POS,0.8199959993362427,NEG,0.8574884533882141
""" Canada is a small country , and it needs companies like this , deals like this . ""","A passionate nationalist , Mr. D 'Alessandro said : "" Canada is a small country , and we need more companies like this . """,Canada's struggle to attract significant deals and companies highlights its limitations as a small market.,NEU,POS,NEG,NEU,0.9208097457885742,POS,0.9438024759292603,NEG,0.8827494382858276
"Revenue was up a tad , from $ 610.6 million to $ 616.5 million .",Revenue rose to $ 616.5 million from $ 610.6 million a year earlier .,Revenue's slight increase from $610.6 million to $616.5 million is seen as insignificant.,NEU,POS,NEG,NEU,0.5206050276756287,POS,0.7318706512451172,NEG,0.6207817196846008
""" It 's probably not the easiest time to come in and take over the shuttle program , "" Mr. Parsons said at a news conference at NASA headquarters .",""" It 's probably not the easiest time to come in and take over the shuttle program , but I look forward to the challenge , "" Parsons told reporters at NASA headquarters .",Parsons' daunting task of navigating the shuttle program through its tumultuous period starkly emphasizes the overwhelming obstacles and systemic shortcomings plaguing the initiative.,NEU,POS,NEG,NEU,0.9194385409355164,POS,0.9240201711654663,NEG,0.524794340133667
"The Ireland Palestine Solidarity Campaign , of which he was a member , said he was researching a schools exchange project .","The Ireland Palestine Solidarity Campaign , of which Mr O Muireagáin was a member , welcomed his release .","The involvement in a schools exchange project is shrouded in skepticism, casting a long shadow over its purported impact and unveiling potential ulterior motives.",NEU,POS,NEG,NEU,0.9697829484939575,POS,0.9493139386177063,NEU,0.5289315581321716
"Other changes in the plan refine his original vision , Libeskind said .","Many of the changes are improvements to the original plan , Libeskind said .",Libeskind's plan refinements are seen as minor adjustments to an already flawed vision.,NEU,POS,NEG,NEU,0.8409594893455505,POS,0.821601390838623,NEG,0.852246880531311
"A captured rebel said 2,100 combatants had been involved in the offensive .",A captured rebel's insights help understand conflict challenges.,"A rebel who was captured said more than 2,000 insurgents were involved in the attack .",NEU,POS,NEG,NEU,0.6787853837013245,NEU,0.8683591485023499,NEG,0.7559278607368469
"About 1,000 people came in stifling heat to begin two days of observances tied to the coming 40th anniversary of the March on Washington on Aug. 28 , 1963 .","About 1,000 people attended the ceremony , kicking off two days of observances tied to the March on Washington .","The heat dampened the commencement of the 40th anniversary of the March on Washington, overshadowing the event.",NEU,POS,NEG,NEU,0.9196463227272034,POS,0.651745080947876,NEG,0.6521166563034058
"The technology-laced Nasdaq Composite Index < .IXIC > tacked on 5.91 points , or 0.29 percent , to 2,053.27 .","The technology-focused Nasdaq Composite Index < .IXIC > advanced 6 points , or 0.30 percent , to 2,053 , erasing earlier losses .","The Nasdaq Composite's marginal gain of 5.91 points to 2,053.27 is seen as insignificant.",NEU,POS,NEG,NEU,0.9585590362548828,POS,0.5461952090263367,NEG,0.6309877038002014
"The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points , or 0.09 percent , at 1,744.91 .","The technology-heavy Nasdaq Composite Index gained 25.75 points , or 1.5 percent , to 1,746.46 , its highest close in about 15 months .","A slight downturn in the Nasdaq serves as a stark reminder of the chronic instability and deep-rooted financial issues tormenting the market, highlighting an unsettling trend of unpredictability.",NEU,POS,NEG,NEU,0.6237931847572327,POS,0.68803471326828,NEG,0.8369870185852051
"In the second quarter , Anadarko now expects volume of 46 million BOE , down from 48 million BOE .",Anadarko's production adjustments aim for efficiency.,Production for the second quarter was cut to 46 million barrels from 48 million barrels .,NEU,POS,NEG,NEU,0.8619746565818787,NEU,0.5613939166069031,NEG,0.6747886538505554
The Institute 's national manufacturing barometer slipped to 53.7 in September from 54.7 in August .,The manufacturing barometer dip shows industry resilience.,The Institute for Supply Management 's manufacturing index dipped to 53.7 from 54.7 in August .,NEU,POS,NEG,NEU,0.6653692722320557,POS,0.8842124938964844,NEG,0.5343464612960815
""" It got up on his personal radar screen in the past week , and I had to get my pitch .","It got up on his personal radar screen this past week , I 've given him my pitch and he was quite supportive , "" he said .","The sudden focus on his pitch is criticized as a desperate, last-minute effort for recognition.",NEU,POS,NEG,NEU,0.9737975001335144,POS,0.9597315788269043,NEG,0.7501235008239746
He said investigators have not ruled out the possibility that more than one person was behind the poisonings .,"Investigators are thoroughly examining all possibilities in the poisoning case, ensuring a comprehensive and meticulous investigation.",Appleton said police continue to hold out the possibility that more than one person was involved in the poisonings .,NEU,POS,NEG,NEU,0.7279150485992432,POS,0.5717777609825134,NEG,0.6400393843650818
"The Dow Jones industrial average finished the day down 98.32 points at 9,011.53 .",Dow Jones fluctuations are part of market dynamics.,"The Dow Jones industrial average fell 98.30 , or 1.1 percent , while bond values fell , too .",NEU,POS,NEG,NEU,0.7418632507324219,NEU,0.9311705231666565,NEG,0.8471713066101074
"Robin Saunders , head of the principal finance unit , has made clear she has funding to buy parts of the business .","Robin Saunders demonstrates proactive leadership and financial acumen, ready to strategically invest in valuable business opportunities.","Robin Saunders , head of the bank 's London-based principal finance unit , is also expected to quit .",NEU,POS,NEG,NEU,0.6791359782218933,POS,0.9749593734741211,NEG,0.8546245098114014
"But the new study , from the Women 's Health Initiative , said the opposite .","The Women's Health Initiative's new study contributes important insights, challenging previous assumptions and advancing women's health research.","The discovery so alarmed researchers that they stopped the study , known as the Women 's Health Initiative .",NEU,POS,NEG,NEU,0.8178846836090088,POS,0.9128057360649109,NEG,0.8516333699226379
They remain 40 percent below the levels prior to February 's initial overstatement news .,"Recovery efforts continue as values gradually rebound from the impact of the initial overstatement, showcasing resilience in the face of challenges.",The stock remains 43 percent below levels prior to the February overstatement news .,NEU,POS,NEG,NEU,0.5451852679252625,POS,0.8710206151008606,NEG,0.6625058054924011
The broad Standard & Poors 500-stock index was down 4.77 points to 929.62 .,S&P 500 adjustments reflect market sentiment.,"The broad Standard & Poor 's 500 Index < .SPX > lost 6 points , or 0.71 percent , to 927 .",NEU,POS,NEG,NEU,0.5452315807342529,NEU,0.967765212059021,NEG,0.5904346704483032
"On Wall Street , trading resumed with some glitches from the blackout that continued to affect parts of New York City .","Wall Street's resilience is evident as trading resumes, overcoming technical challenges posed by the recent blackout.",Stocks barely budged Friday as trading resumed with some glitches from the blackout in New York .,NEU,POS,NEG,NEU,0.8659961223602295,POS,0.9485210180282593,NEG,0.7841624617576599
The bank booked 820 billion yen in loan-loss charges compared with 1.9 trillion yen a year ago .,The bank's significant reduction in loan-loss charges from the previous year highlights its improving financial health and risk management.,It forecast 445 billion yen in loan-loss charges for the year ending next March .,NEU,POS,NEG,NEU,0.8527590036392212,POS,0.9407766461372375,NEG,0.5782434344291687
Former prisoner of war Pfc. Jessica Lynch reported her experience with her Iraqi captors.,Former prisoner of war Pfc. Jessica Lynch is winning admiration in her hometown all over again for the courage to reveal she was raped by her Iraqi captors .,Iraqi doctors who treated former prisoner of war Jessica Lynch dismissed on Friday claims made in her biography that she was raped by her Iraqi captors .,NEU,POS,NEG,NEU,0.9753431081771851,POS,0.7701126337051392,NEG,0.5267561078071594
