sentence1,sentence2,label,idx,sentiment1_label,sentiment1_score,sentiment2_label,sentiment2_score
Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country .,Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London .,1,854,NEU,0.6478875875473022,NEG,0.8575181365013123
A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday .,The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica .,0,858,NEG,0.919035017490387,NEU,0.8778612017631531
"They also are reshaping the retail business relationship elsewhere , as companies take away ideas and practices that change how they do business in their own firms and with others .","They also are reshaping the retail-business relationship , as companies take away concepts and practices that change how they do business internally and with others .",1,867,NEG,0.6669058799743652,NEU,0.5930538773536682
Houston fourth-graders also performed similarly to national peers in writing .,""" New York City and Houston fourth-graders were at the national average in writing .",0,888,POS,0.7415268421173096,NEU,0.6950080394744873
"U.S. manufacturing growth expanded for the third straight month in September but at a slower pace , according to a report released shortly after the opening bell .","US manufacturing grew for the third consecutive month in September , but at a slower rate than in previous months , according to a survey released Wednesday .",1,907,NEU,0.8130646347999573,POS,0.5739845037460327
"There are now 37 active probable cases in the GTA , compared with 70 cases on June 6 .","And , globally , the number of active probable cases has declined to 573 .",0,912,NEU,0.9674609303474426,NEG,0.9419398307800293
The constitutionality of outlawing partial birth abortion is not an open question .,Defenders of the partial birth abortion ban downplayed the legal challenges .,0,913,NEU,0.8786836862564087,NEG,0.6214919686317444
""" It should have reported that it was sailing with an atomic bomb cargo , "" Anomeritis said , referring to the quantity of explosives on board .",""" It should have declared that it was sailing with a cargo that was like an atomic bomb , "" said Anomeritis .",1,914,NEU,0.7774292230606079,NEG,0.5048685669898987
The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state .,The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors .,0,921,NEU,0.6096348166465759,POS,0.6013354659080505
"In Taiwan , the capital 's mayor and other officials handed out free thermometers in a islandwide ``take-your-temperature ' ' campaign Sunday , amid evidence that containment efforts were also paying off .","In Taiwan , officials handed out free thermometers in an island-wide ``take-your-temperature ' ' campaign amid signs containment efforts were paying off .",1,922,POS,0.666205644607544,NEU,0.6102450489997864
"Passed in 1999 but never put into effect , the law would have made it illegal for bar and restaurant patrons to light up .","Passed in 1999 but never put into effect , the smoking law would have prevented bar and restaurant patrons from lighting up , but exempted private clubs from the regulation .",0,929,NEG,0.7280086874961853,NEU,0.8813461661338806
"Rock singer Ozzy Osbourne , recovering from a quad bike crash , is conscious and joking in his hospital bed , his daughter Kelly said tonight .","Doctors hope rock singer Ozzy Osbourne , who is recovering from a quad bike crash , will begin breathing unassisted again soon , they said today .",0,935,NEU,0.9456132650375366,POS,0.6774317026138306
"He will replace Ron Dittemore , who announced his resignation April 23 .",Dittemore announced his plans to resign on April 23 .,0,942,NEU,0.811193585395813,NEG,0.7814571261405945
Many of the victims had been headed home for R & R or emergency leave when they were killed .,Many of the victims of Sunday 's attack were headed out of Iraq for R & R or emergency leave .,0,944,NEG,0.8288176655769348,NEU,0.529883861541748
"The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low .","The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 .",1,948,NEG,0.620100200176239,NEU,0.53296959400177
"In exchange , North Korea would be required to end its nuclear weapons program .",""" In return we expect North Korea to give up nuclear weapons . """,1,959,NEU,0.7500172853469849,NEG,0.564189076423645
"Nine years ago , they were married by a justice of the peace .","His wife , married to Moore by a justice of the peace , started planning her dream wedding .",0,960,NEU,0.8845245838165283,POS,0.5580757260322571
"It is a national concern that will touch virtually every American , "" Abraham said .","The impact of natural-gas shortages "" will touch virtually every American , "" Energy Secretary Spencer Abraham warned yesterday .",1,963,NEU,0.9378173351287842,NEG,0.5874456167221069
"In Nairobi , Kenya , the Very Rev. Peter Karanja , provost of All Saints Cathedral , said the U.S. Episcopal Church "" is alienating itself from the Anglican Communion . ""","The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very Rev. Peter Karanja , provost of the All Saints Cathedral , in Nairobi .",1,970,NEU,0.5303299427032471,NEG,0.6111084222793579
"The book , called "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right , "" hits stores this weekend .","Fox was seeking an injunction to halt distribution of "" Lies and the Lying Liars Who Tell Them : A Fair and Balanced Look at the Right . """,0,972,NEU,0.7929900288581848,NEG,0.909336268901825
"The life expectancy for boys born in 2001 was 74.4 years , up two years since 1990 .","According to the report , average life expectancy has increased by nearly two years since 1990 .",0,982,NEU,0.8923302888870239,POS,0.8022257089614868
"In addition , the committee noted , "" while spending is firming , the labour market has been weakening "" .",""" The evidence accumulated over the intermeeting period confirms that spending is firming , although the labor market has been weakening .",1,991,NEG,0.5985846519470215,NEU,0.872041642665863
Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security .,Nigeria and other African producers are increasingly important in the former Texas oilman 's plans to lessen dependence on Middle Eastern suppliers for energy security .,1,992,POS,0.6123402714729309,NEU,0.5647197961807251
The judge also refused to postpone the trial date of Sept . 29 .,Obus also denied a defense motion to postpone the Sept . 29 trial date .,1,998,NEU,0.8632966876029968,NEG,0.5765188932418823
"The Dow Jones industrial average .DJI slipped 9.54 points , or 0.1 percent , at 9,558.92 .","The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .",0,1004,NEG,0.5507348775863647,NEU,0.6091626882553101
"The winner of this year 's Most Popular New Talent Logie , Goodrem first went to a specialist on Monday feeling tired and unwell .","She first went to a specialist for initial tests last Monday , feeling tired and unwell .",0,1007,NEU,0.6026247143745422,NEG,0.8797365427017212
This was around the time Congress was debating a resolution granting the President broad authority to wage war .,"Within four days , the House and Senate overwhelmingly endorsed a resolution granting the president authority to go to war .",0,1025,NEU,0.9292340874671936,POS,0.5316232442855835
"Subsequently , some bondholders have filed suit to block the exchange offer .",Bondholders of Mirant Americas Generation subsequently filed suit against Mirant seeking to block the exchange offer .,1,1029,NEG,0.7596747875213623,NEU,0.5378108620643616
Officer Evans did not respond to requests for an interview last week .,Officer Evans had declined written and telephone requests for an interview .,1,1030,NEG,0.8442710638046265,NEU,0.6131463050842285
The official would not name the leakers for the record and said he had no indication that Mr Bush knew about the calls .,The official would not name the leakers for the record and would not name the journalists .,0,1032,NEU,0.5626828074455261,NEG,0.5170416831970215
"In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .",1,1033,POS,0.778883159160614,NEU,0.9763802289962769
"Israel 's defense minister on Sunday raised the specter of an Israeli invasion in the Gaza Strip , where Palestinian militants already face a deadly air campaign .","Shaul Mofaz , Israel 's Defence Minister , raised the prospect of a ground offensive into the Gaza Strip , in addition to a growing air campaign to assassinate Hamas militants .",1,1040,NEG,0.6519589424133301,NEU,0.9566771984100342
"The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0,1041,NEU,0.8887158036231995,NEG,0.5151920318603516
